word1	relation	word2	gloss1	gloss2
capitalise%2:36:00::	event	capitalisation%1:10:00::	write in capital letters	writing in capital letters
capitalize%2:40:00::	event	capitalization%1:04:00::	"draw advantages from; ""he is capitalizin..."	the act of capitalizing on an opportunit...
capitalize%2:36:00::	event	capitalization%1:10:00::	write in capital letters	writing in capital letters
capitulate%2:33:00::	event	capitulation%1:04:00::	surrender under agreed conditions	the act of surrendering (usually under a...
carbonate%2:30:00::	event	carbonation%1:22:00::	"treat with carbon dioxide; ""Carbonated s..."	saturation with carbon dioxide (as soda ...
carbonise%2:30:00::	event	carbonisation%1:22:00::	"turn into carbon, as by burning; ""carbon..."	the destructive distillation of coal (as...
carbonize%2:30:00::	event	carbonization%1:22:00::	"turn into carbon, as by burning; ""carbon..."	the destructive distillation of coal (as...
castigate%2:41:00::	event	castigation%1:04:00::	inflict severe punishment on	verbal punishment
castigate%2:32:00::	event	castigation%1:10:00::	"censure severely; ""She chastised him for..."	a severe scolding
castigate%2:32:00::	event	castigation%1:04:00::	"censure severely; ""She chastised him for..."	verbal punishment
castrate%2:30:03::	event	castration%1:04:02::	edit by omitting or modifying parts cons...	the deletion of objectionable parts from...
castrate%2:29:00::	event	castration%1:04:00::	remove the testicles of a male animal	neutering a male animal by removing the ...
castrate%2:29:02::	event	castration%1:04:01::	"remove the ovaries of; ""Is your cat spay..."	surgical removal of the testes or ovarie...
categorize%2:31:00::	event	categorization%1:09:00::	"place into or assign to a category; ""Chi..."	the basic cognitive process of arranging...
categorize%2:31:00::	event	categorization%1:04:00::	"place into or assign to a category; ""Chi..."	the act of distributing things into clas...
cause%2:36:00::	event	causation%1:04:00::	"give rise to; cause to happen or occur, ..."	the act of causing something to happen
cause%2:32:00::	event	causation%1:04:00::	cause to do; cause to act in a specified...	the act of causing something to happen
cauterise%2:30:00::	event	cauterisation%1:04:00::	"burn, sear, or freeze (tissue) using a h..."	the act of coagulating blood and destroy...
cauterize%2:30:00::	event	cauterization%1:04:00::	"burn, sear, or freeze (tissue) using a h..."	the act of coagulating blood and destroy...
caution%2:32:00::	event	caution%1:10:00::	warn strongly; put on guard	"a warning against certain acts; ""a cavea..."
cease%2:42:00::	event	cessation%1:11:00::	"put an end to a state or an activity; ""Q..."	"a stopping; ""a cessation of the thunder""..."
cede%2:40:01::	event	cession%1:04:00::	give over; surrender or relinquish to th...	the act of ceding
cede%2:40:00::	event	cession%1:04:00::	"relinquish possession or control over; ""..."	the act of ceding
celebrate%2:41:01::	event	celebration%1:11:00::	behave as expected during of holidays or...	a joyful occasion for special festivitie...
celebrate%2:41:01::	event	celebration%1:04:01::	behave as expected during of holidays or...	the public performance of a sacrament or...
celebrate%2:41:01::	event	celebration%1:04:00::	behave as expected during of holidays or...	any joyous diversion
celebrate%2:41:00::	event	celebration%1:11:00::	"have a celebration; ""They were feting th..."	a joyful occasion for special festivitie...
celebrate%2:41:00::	event	celebration%1:04:00::	"have a celebration; ""They were feting th..."	any joyous diversion
centralise%2:30:00::	event	centralisation%1:04:01::	"make central; ""The Russian government ce..."	gathering to a center
centralise%2:30:00::	event	centralisation%1:04:00::	"make central; ""The Russian government ce..."	the act of consolidating power under a c...
centralize%2:30:00::	event	centralization%1:04:01::	"make central; ""The Russian government ce..."	gathering to a center
centralize%2:30:00::	event	centralization%1:04:00::	"make central; ""The Russian government ce..."	the act of consolidating power under a c...
centrifuge%2:38:00::	event	centrifugation%1:22:00::	rotate at very high speed in order to se...	the process of separating substances of ...
cerebrate%2:31:00::	event	cerebration%1:09:00::	use or exercise the mind or one's power ...	the process of using your mind to consid...
certify%2:41:00::	event	certification%1:04:01::	guarantee as meeting a certain standard;...	validating the authenticity of something...
certify%2:41:00::	event	certification%1:04:00::	guarantee as meeting a certain standard;...	the act of certifying or bestowing a fra...
certify%2:41:02::	event	certification%1:04:01::	"authorize officially; ""I am licensed to ..."	validating the authenticity of something...
certify%2:41:02::	event	certification%1:04:00::	"authorize officially; ""I am licensed to ..."	the act of certifying or bestowing a fra...
certify%2:40:02::	event	certification%1:04:01::	guarantee payment on; of checks	validating the authenticity of something...
channel%2:38:00::	event	channelization%1:04:00::	"direct the flow of; ""channel information..."	management through specified channels of...
channel%2:38:00::	event	channelisation%1:04:00::	"direct the flow of; ""channel information..."	management through specified channels of...
channel%2:35:00::	event	channelization%1:04:00::	send from one person or place to another...	management through specified channels of...
channel%2:35:00::	event	channelisation%1:04:00::	send from one person or place to another...	management through specified channels of...
channelise%2:38:03::	event	channelisation%1:04:00::	direct the course; determine the directi...	management through specified channels of...
channelise%2:35:00::	event	channelisation%1:04:00::	send from one person or place to another...	management through specified channels of...
channelize%2:35:00::	event	channelization%1:04:00::	send from one person or place to another...	management through specified channels of...
characterise%2:32:00::	event	characterisation%1:10:01::	describe or portray the character or the...	the act of describing distinctive charac...
characterise%2:32:00::	event	characterisation%1:10:00::	describe or portray the character or the...	"a graphic or vivid verbal description; ""..."
characterize%2:32:00::	event	characterization%1:10:01::	describe or portray the character or the...	the act of describing distinctive charac...
chelate%2:42:00::	event	chelation%1:22:02::	"form a chelate, in chemistry"	(medicine) the process of removing a hea...
chelate%2:42:00::	event	chelation%1:22:01::	"form a chelate, in chemistry"	the process of forming a ring by forming...
chemisorb%2:35:00::	event	chemosorption%1:22:00::	take up a substance by chemisorption	adsorption (especially when irreversible...
chemisorb%2:35:00::	event	chemisorption%1:22:00::	take up a substance by chemisorption	adsorption (especially when irreversible...
chlorinate%2:30:00::	event	chlorination%1:22:00::	"treat or combine with chlorine; ""chlorin..."	the addition or substitution of chlorine...
chlorinate%2:30:00::	event	chlorination%1:04:00::	"treat or combine with chlorine; ""chlorin..."	disinfection of water by the addition of...
chlorinate%2:29:00::	event	chlorination%1:04:00::	"disinfect with chlorine; ""chlorinate a p..."	disinfection of water by the addition of...
circularise%2:41:00::	event	circularisation%1:04:00::	canvass by distributing letters	circulating printed notices as a means o...
circularise%2:38:00::	event	circularisation%1:04:00::	distribute circulars to	circulating printed notices as a means o...
circularize%2:41:00::	event	circularization%1:04:00::	canvass by distributing letters	circulating printed notices as a means o...
circularize%2:38:00::	event	circularization%1:04:00::	distribute circulars to	circulating printed notices as a means o...
circulate%2:38:03::	event	circulation%1:23:00::	"cause be distributed; ""This letter is be..."	number of copies of a newspaper or magaz...
circulate%2:38:03::	event	circulation%1:10:00::	"cause be distributed; ""This letter is be..."	the dissemination of copies of periodica...
circulate%2:38:03::	event	circulation%1:04:00::	"cause be distributed; ""This letter is be..."	the spread or transmission of something ...
circulate%2:38:04::	event	circulation%1:19:00::	"cause to move in a circuit or system; ""T..."	movement through a circuit; especially t...
circulate%2:38:04::	event	circulation%1:11:00::	"cause to move in a circuit or system; ""T..."	free movement or passage (as of cytoplas...
circulate%2:38:01::	event	circulation%1:19:00::	"move through a space, circuit or system,..."	movement through a circuit; especially t...
circulate%2:32:00::	event	circulation%1:04:00::	"cause to become widely known; ""spread in..."	the spread or transmission of something ...
circulate%2:30:00::	event	circulation%1:19:00::	"cause to move around; ""circulate a rumor..."	movement through a circuit; especially t...
circulate%2:30:00::	event	circulation%1:11:00::	"cause to move around; ""circulate a rumor..."	free movement or passage (as of cytoplas...
circulate%2:30:00::	event	circulation%1:04:00::	"cause to move around; ""circulate a rumor..."	the spread or transmission of something ...
circumcise%2:35:00::	event	circumcision%1:04:01::	cut the foreskin off male babies or teen...	the act of circumcising performed on mal...
circumcise%2:35:00::	event	circumcision%1:04:00::	cut the foreskin off male babies or teen...	the act of circumcising; surgical remova...
circumnavigate%2:38:00::	event	circumnavigation%1:04:00::	"travel around, either by plane or ship; ..."	traveling around something (by ship or p...
circumscribe%2:35:01::	event	circumscription%1:04:00::	to draw a geometric figure around anothe...	the act of circumscribing
circumscribe%2:35:00::	event	circumscription%1:04:00::	"draw a line around; ""He drew a circle ar..."	the act of circumscribing
circumscribe%2:30:00::	event	circumscription%1:04:00::	"restrict or confine, ""I limit you to two..."	the act of circumscribing
circumvent%2:32:00::	event	circumvention%1:04:00::	"avoid or try to avoid fulfilling, answer..."	the act of evading by going around
circumvolve%2:38:00::	event	circumvolution%1:04:00::	"cause to turn on an axis or center; ""Rot..."	the act of turning or winding or folding...
cite%2:36:00::	event	citation%1:10:04::	"refer to; ""he referenced his colleagues'..."	(law) the act of citing (as of spoken wo...
cite%2:32:00::	event	citation%1:10:04::	"make reference to; ""His name was mention..."	(law) the act of citing (as of spoken wo...
cite%2:32:02::	event	citation%1:10:04::	"repeat a passage from; ""He quoted the Bi..."	(law) the act of citing (as of spoken wo...
civilise%2:30:01::	event	civilisation%1:22:00::	raise from a barbaric to a civilized sta...	the social process whereby societies ach...
clarify%2:30:02::	event	clarification%1:04:02::	make clear by removing impurities or sol...	the act of removing solid particles from...
classify%2:41:00::	event	classification%1:04:01::	"declare unavailable, as for security rea..."	restriction imposed by the government on...
classify%2:31:01::	event	classification%1:09:00::	"assign to a class or kind; ""How should a..."	the basic cognitive process of arranging...
